Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,communityBonus,penalty,dvp,value,O/U,±
PF/C,Mike Muscala,3000,Atl@Det 08:00PM ET,16.594,ATL,False,1,15.536,9.344,11.375,0.000,-1661.487,8.750,18.000,202.000,-2.000
PF,Mike Scott,3000,Atl@Det 08:00PM ET,8.361,ATL,False,0,8.071,4.062,9.562,0.000,-753.024,12.500,18.000,202.000,-2.000
PF,Henry Ellenson,3000,Atl@Det 08:00PM ET,2.923,DET,True,0,2.250,1.361,3.750,0.000,-0.187,17.000,18.000,202.000,2.000
C,Boban Marjanovic,3000,Atl@Det 08:00PM ET,10.139,DET,True,0,11.643,3.295,13.812,0.000,-913.157,4.000,18.000,202.000,2.000
PG,Brian Roberts,3000,Por@Cha 07:00PM ET,3.150,CHA,True,0,2.250,0.250,4.375,0.000,-283.500,11.000,18.000,217.500,-5.000
PG,Shabazz Napier,3000,Por@Cha 07:00PM ET,7.472,POR,False,0,10.429,2.786,7.188,0.000,-0.000,20.000,18.000,217.500,5.000
PG,Tim Quarterman,3000,Por@Cha 07:00PM ET,3.250,POR,False,0,3.357,1.750,1.750,0.000,-0.000,20.000,18.000,217.500,5.000
SF,Pat Connaughton,3000,Por@Cha 07:00PM ET,3.313,POR,False,0,4.393,1.227,4.312,0.000,-0.000,25.000,18.000,217.500,5.000
SF,Treveon Graham,3000,Por@Cha 07:00PM ET,3.500,CHA,True,0,3.750,1.083,2.062,0.000,-0.000,21.000,18.000,217.500,-5.000
PF/C,Meyers Leonard,3000,Por@Cha 07:00PM ET,11.809,POR,False,0,7.500,5.310,12.688,0.000,-0.000,18.000,18.000,217.500,5.000
PF,Jake Layman,3000,Por@Cha 07:00PM ET,4.386,POR,False,0,2.286,1.383,2.875,0.000,-394.740,9.500,18.000,217.500,5.000
PF,Noah Vonleh,3000,Por@Cha 07:00PM ET,8.629,POR,False,0,8.250,4.333,8.688,0.000,-776.610,9.500,18.000,217.500,5.000
C,Roy Hibbert,3000,Por@Cha 07:00PM ET,12.875,CHA,True,0,11.679,8.487,14.562,0.000,-0.958,28.000,18.000,217.500,-5.000
C,Ed Davis,3000,Por@Cha 07:00PM ET,12.769,POR,False,1,8.143,6.500,12.375,0.000,-1277.736,26.500,18.000,217.500,5.000
PG,Trey Burke,3000,Mem@Was 07:00PM ET,8.368,WAS,True,0,11.357,4.476,9.062,0.000,-753.480,7.000,18.000,206.500,-2.000
PG,Tomas Satoransky,3000,Mem@Was 07:00PM ET,9.880,WAS,True,0,9.036,4.567,12.375,0.000,-889.625,7.000,18.000,206.500,-2.000
PG,Wade Baldwin IV,3000,Mem@Was 07:00PM ET,9.402,MEM,False,0,5.000,3.327,3.125,0.000,-846.584,4.500,18.000,206.500,2.000
SG,Troy Daniels,3000,Mem@Was 07:00PM ET,14.617,MEM,False,0,13.607,5.734,8.562,0.000,-0.628,14.000,18.000,206.500,2.000
SG,Sheldon McClellan,3000,Mem@Was 07:00PM ET,7.500,WAS,True,0,4.464,2.500,5.062,0.000,-675.322,3.000,18.000,206.500,-2.000
SG,Troy Williams,3000,Mem@Was 07:00PM ET,10.720,MEM,False,0,11.821,2.729,4.188,0.000,-1.459,14.000,18.000,206.500,2.000
SF,Marcus Thornton,3000,Mem@Was 07:00PM ET,12.712,WAS,True,0,12.107,6.875,13.688,0.000,-1145.538,4.000,18.000,206.500,-2.000
PF/C,Jason Smith,3000,Mem@Was 07:00PM ET,9.421,WAS,True,0,15.750,5.790,15.812,0.000,-848.295,2.000,18.000,206.500,-2.000
PF/C,Jarell Martin,3000,Mem@Was 07:00PM ET,10.395,MEM,False,0,6.286,4.862,5.875,0.000,-0.447,16.750,18.000,206.500,2.000
PF,Deyonta Davis,3000,Mem@Was 07:00PM ET,5.881,MEM,False,1,4.143,2.062,4.750,0.000,-588.294,22.500,18.000,206.500,2.000
C,Andrew Nicholson,3000,Mem@Was 07:00PM ET,5.840,WAS,True,0,3.679,2.300,5.062,0.000,-525.851,1.000,18.000,206.500,-2.000
C,Daniel Ochefu,3000,Mem@Was 07:00PM ET,3.025,WAS,True,0,2.750,1.042,5.375,0.000,-272.380,1.000,18.000,206.500,-2.000
PG,Tyler Ennis,3000,Mil@Hou 08:00PM ET,4.750,HOU,True,0,2.143,1.714,1.188,0.000,-428.666,2.000,18.000,226.500,-6.500
SG/SF,Corey Brewer,3000,Mil@Hou 08:00PM ET,9.659,HOU,True,0,14.036,5.944,11.562,0.000,-1.932,22.000,18.000,226.500,-6.500
SG,Jason Terry,3000,Mil@Hou 08:00PM ET,8.700,MIL,False,0,10.143,4.662,11.688,0.000,-1.740,25.000,18.000,226.500,6.500
SG,Rashad Vaughn,3000,Mil@Hou 08:00PM ET,7.375,MIL,False,0,3.536,1.950,5.500,0.000,-1.475,25.000,18.000,226.500,6.500
SF,K.J. McDaniels,3000,Mil@Hou 08:00PM ET,6.045,HOU,True,0,2.607,2.077,3.250,0.000,-1.209,29.000,18.000,226.500,-6.500
PF,Kyle Wiltjer,3000,Mil@Hou 08:00PM ET,2.306,HOU,True,0,4.833,0.375,1.000,0.000,-0.461,19.000,18.000,226.500,-6.500
PF,Mirza Teletovic,3000,Mil@Hou 08:00PM ET,13.311,MIL,False,0,13.750,7.453,8.312,0.000,-1201.677,12.500,18.000,226.500,6.500
PF,Thon Maker,3000,Mil@Hou 08:00PM ET,4.221,MIL,False,0,4.000,1.750,3.938,0.000,-380.734,12.500,18.000,226.500,6.500
C,Miles Plumlee,3000,Mil@Hou 08:00PM ET,5.722,MIL,False,0,2.036,1.641,1.312,0.000,-1.144,23.000,18.000,226.500,6.500
PG/SG,Rodney Stuckey,3000,Ind@Sac 10:30PM ET,15.794,IND,False,1,17.357,8.306,14.625,0.000,-1580.855,22.500,18.000,214.500,2.000
PG,Aaron Brooks,3000,Ind@Sac 10:30PM ET,12.257,IND,False,0,14.964,7.619,14.375,0.000,-0.073,21.000,18.000,214.500,2.000
SG,Arron Afflalo,3000,Ind@Sac 10:30PM ET,12.182,SAC,True,0,9.821,6.706,8.312,0.000,-0.072,26.500,18.000,214.500,-2.000
SG,Joe Young,3000,Ind@Sac 10:30PM ET,4.875,IND,False,0,9.071,0.479,2.188,0.000,-0.029,24.000,18.000,214.500,2.000
SG,Ben McLemore,3000,Ind@Sac 10:30PM ET,8.911,SAC,True,0,3.643,3.833,2.750,0.000,-0.605,26.500,18.000,214.500,-2.000
SG,Malachi Richardson,3000,Ind@Sac 10:30PM ET,4.750,SAC,True,0,4.375,0.875,6.250,0.000,-0.028,26.500,18.000,214.500,-2.000
SF,Omri Casspi,3000,Ind@Sac 10:30PM ET,13.614,SAC,True,1,14.286,7.100,9.062,0.000,-1362.312,11.500,18.000,214.500,-2.000
PF/C,Kevin Seraphin,3000,Ind@Sac 10:30PM ET,10.652,IND,False,0,10.964,5.321,14.562,0.000,-0.063,19.250,18.000,214.500,2.000
PF,Rakeem Christmas,3000,Ind@Sac 10:30PM ET,3.417,IND,False,0,1.375,1.375,3.417,0.000,-0.020,25.000,18.000,214.500,2.000
PF,Georges Niang,3000,Ind@Sac 10:30PM ET,2.235,IND,False,0,2.179,0.568,0.688,0.000,-0.013,25.000,18.000,214.500,2.000
PF,Skal Labissiere,3000,Ind@Sac 10:30PM ET,4.625,SAC,True,0,4.000,2.250,4.625,0.000,-0.027,29.000,18.000,214.500,-2.000
C,Kosta Koufos,3000,Ind@Sac 10:30PM ET,15.869,SAC,True,0,14.786,10.295,14.938,0.000,-0.094,17.000,18.000,214.500,-2.000
C,Lavoy Allen,3000,Ind@Sac 10:30PM ET,6.700,IND,False,0,5.214,3.691,2.125,0.000,-0.302,13.500,18.000,214.500,2.000
C,Willie Cauley-Stein,3000,Ind@Sac 10:30PM ET,8.545,SAC,True,0,7.071,3.711,2.875,0.000,-0.051,17.000,18.000,214.500,-2.000
PG,Jerryd Bayless,3000,Tor@Phi 07:00PM ET,21.333,PHI,True,1,21.333,15.750,21.333,0.000,-2133.213,8.000,18.000,214.500,5.000
PG,Fred VanVleet,3000,Tor@Phi 07:00PM ET,5.646,TOR,False,0,11.375,1.833,8.125,0.000,-0.033,13.500,18.000,214.500,-5.000
SG/SF,Timothe Luwawu-Cabarrot,3000,Tor@Phi 07:00PM ET,5.865,PHI,True,0,7.036,2.125,11.812,0.000,-527.885,9.000,18.000,214.500,5.000
PF,Pascal Siakam,3000,Tor@Phi 07:00PM ET,12.138,TOR,False,0,8.786,6.487,9.000,0.000,-1092.492,6.000,18.000,214.500,-5.000
C,Jakob Poeltl,3000,Tor@Phi 07:00PM ET,7.152,TOR,False,0,7.929,2.917,3.938,0.000,-0.042,26.500,18.000,214.500,-5.000
PG/SG,C.J. Watson,3000,Orl@NO 08:00PM ET,6.863,ORL,False,0,7.964,2.783,5.062,0.000,-0.200,23.500,18.000,209.500,5.000
PG,Langston Galloway,3000,Orl@NO 08:00PM ET,16.610,NO,True,0,14.571,9.707,8.875,0.000,-0.483,16.000,18.000,209.500,-5.000
SG,C.J. Wilcox,3000,Orl@NO 08:00PM ET,2.609,ORL,False,0,2.107,0.614,3.375,0.000,-0.076,20.000,18.000,209.500,5.000
SG,Mario Hezonja,3000,Orl@NO 08:00PM ET,5.783,ORL,False,0,4.536,2.079,4.438,0.000,-0.168,20.000,18.000,209.500,5.000
SF/PF,Dante Cunningham,3000,Orl@NO 08:00PM ET,14.224,NO,True,0,15.607,7.827,12.812,0.000,-0.414,16.000,18.000,209.500,-5.000
SF,Damjan Rudez,3000,Orl@NO 08:00PM ET,3.896,ORL,False,0,3.214,0.732,2.438,0.000,-0.113,14.000,18.000,209.500,5.000
C,Alexis Ajinca,3000,Orl@NO 08:00PM ET,11.988,NO,True,0,11.714,5.909,7.750,0.000,-1.287,19.000,18.000,209.500,-5.000
C,Omer Asik,3000,Orl@NO 08:00PM ET,11.569,NO,True,0,13.607,6.721,5.438,0.000,-1.147,19.000,18.000,209.500,-5.000
